Tracker,Status,Priority,Subject,Category,Estimated time,Description,Caratteristica di riferimento
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKQJiIoCD2TGCViM Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoAvulsaTest.java - startLine: 98;startOffset: 16;endOffset: 63;endLine: 98,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKQJiIoCD2TGCViN Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoAvulsaTest.java - startLine: 114;startOffset: 16;endOffset: 65;endLine: 114,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKQJiIoCD2TGCViO Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoAvulsaTest.java - startLine: 130;startOffset: 16;endOffset: 36;endLine: 130,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKQJiIoCD2TGCViP Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoAvulsaTest.java - startLine: 178;startOffset: 16;endOffset: 65;endLine: 178,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKQJiIoCD2TGCViQ Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoAvulsaTest.java - startLine: 242;startOffset: 16;endOffset: 78;endLine: 242,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKU3iIoCD2TGCVj0 Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoDestinatarioTest.java - startLine: 98;startOffset: 13;endOffset: 32;endLine: 98,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKU3iIoCD2TGCVj1 Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoDestinatarioTest.java - startLine: 112;startOffset: 13;endOffset: 33;endLine: 112,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKU3iIoCD2TGCVj2 Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoDestinatarioTest.java - startLine: 126;startOffset: 13;endOffset: 34;endLine: 126,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKU3iIoCD2TGCVj5 Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoDestinatarioTest.java - startLine: 165;startOffset: 13;endOffset: 45;endLine: 165,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKUriIoCD2TGCVjt Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoEmitenteTest.java - startLine: 62;startOffset: 16;endOffset: 73;endLine: 62,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKUriIoCD2TGCVju Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoEmitenteTest.java - startLine: 76;startOffset: 16;endOffset: 36;endLine: 76,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKUriIoCD2TGCVjv Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoEmitenteTest.java - startLine: 91;startOffset: 16;endOffset: 35;endLine: 91,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKUriIoCD2TGCVjw Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoEmitenteTest.java - startLine: 134;startOffset: 16;endOffset: 71;endLine: 134,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKUriIoCD2TGCVjx Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoEmitenteTest.java - startLine: 148;startOffset: 16;endOffset: 50;endLine: 148,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKUriIoCD2TGCVjy Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoEmitenteTest.java - startLine: 162;startOffset: 16;endOffset: 44;endLine: 162,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKQ4iIoCD2TGCVic Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemTest.java - startLine: 35;startOffset: 16;endOffset: 53;endLine: 35,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKMliIoCD2TGCVgb Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoLocalTest.java - startLine: 114;startOffset: 16;endOffset: 43;endLine: 114,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5778:  ""Refactor the body of this try/catch to have only one invocation possibly throwing a runtime exception.""",MAJOR,5min,Key: AYTIxKPEiIoCD2TGCVhf Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemProdutoTest.java - startLine: 116;startOffset: 8;endOffset: 11;endLine: 116,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5778:  ""Refactor the body of this try/catch to have only one invocation possibly throwing a runtime exception.""",MAJOR,5min,Key: AYTIxKPEiIoCD2TGCVhg Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemProdutoTest.java - startLine: 121;startOffset: 8;endOffset: 11;endLine: 121,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5778:  ""Refactor the body of this try/catch to have only one invocation possibly throwing a runtime exception.""",MAJOR,5min,Key: AYTIxKPEiIoCD2TGCVhh Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemProdutoTest.java - startLine: 126;startOffset: 8;endOffset: 11;endLine: 126,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5778:  ""Refactor the body of this try/catch to have only one invocation possibly throwing a runtime exception.""",MAJOR,5min,Key: AYTIxKPEiIoCD2TGCVhj Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemProdutoTest.java - startLine: 154;startOffset: 8;endOffset: 11;endLine: 154,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5778:  ""Refactor the body of this try/catch to have only one invocation possibly throwing a runtime exception.""",MAJOR,5min,Key: AYTIxKPEiIoCD2TGCVhk Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemProdutoTest.java - startLine: 159;startOffset: 8;endOffset: 11;endLine: 159,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5778:  ""Refactor the body of this try/catch to have only one invocation possibly throwing a runtime exception.""",MAJOR,5min,Key: AYTIxKPEiIoCD2TGCVhl Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemProdutoTest.java - startLine: 164;startOffset: 8;endOffset: 11;endLine: 164,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5778:  ""Refactor the body of this try/catch to have only one invocation possibly throwing a runtime exception.""",MAJOR,5min,Key: AYTIxKPEiIoCD2TGCVhm Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemProdutoTest.java - startLine: 169;startOffset: 8;endOffset: 11;endLine: 169,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5778:  ""Refactor the body of this try/catch to have only one invocation possibly throwing a runtime exception.""",MAJOR,5min,Key: AYTIxKPEiIoCD2TGCVho Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemProdutoTest.java - startLine: 183;startOffset: 8;endOffset: 11;endLine: 183,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5778:  ""Refactor the body of this try/catch to have only one invocation possibly throwing a runtime exception.""",MAJOR,5min,Key: AYTIxKPEiIoCD2TGCVhp Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemProdutoTest.java - startLine: 188;startOffset: 8;endOffset: 11;endLine: 188,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5778:  ""Refactor the body of this try/catch to have only one invocation possibly throwing a runtime exception.""",MAJOR,5min,Key: AYTIxKPEiIoCD2TGCVhq Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemProdutoTest.java - startLine: 193;startOffset: 8;endOffset: 11;endLine: 193,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5778:  ""Refactor the body of this try/catch to have only one invocation possibly throwing a runtime exception.""",MAJOR,5min,Key: AYTIxKPEiIoCD2TGCVhr Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemProdutoTest.java - startLine: 198;startOffset: 8;endOffset: 11;endLine: 198,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKPEiIoCD2TGCVhQ Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemProdutoTest.java - startLine: 256;startOffset: 16;endOffset: 42;endLine: 256,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKPEiIoCD2TGCVhR Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemProdutoTest.java - startLine: 423;startOffset: 16;endOffset: 43;endLine: 423,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKPEiIoCD2TGCVhS Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemProdutoTest.java - startLine: 487;startOffset: 16;endOffset: 53;endLine: 487,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKPEiIoCD2TGCVhT Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemProdutoTest.java - startLine: 548;startOffset: 16;endOffset: 38;endLine: 548,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKPEiIoCD2TGCVhU Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemProdutoTest.java - startLine: 579;startOffset: 16;endOffset: 44;endLine: 579,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKPEiIoCD2TGCVhV Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemProdutoTest.java - startLine: 643;startOffset: 16;endOffset: 51;endLine: 643,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKPEiIoCD2TGCVhW Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemProdutoTest.java - startLine: 674;startOffset: 16;endOffset: 55;endLine: 674,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKPEiIoCD2TGCVhX Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemProdutoTest.java - startLine: 838;startOffset: 16;endOffset: 45;endLine: 838,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKPEiIoCD2TGCVhY Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemProdutoTest.java - startLine: 869;startOffset: 16;endOffset: 42;endLine: 869,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKPEiIoCD2TGCVhZ Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemProdutoTest.java - startLine: 900;startOffset: 16;endOffset: 61;endLine: 900,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKPEiIoCD2TGCVha Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemProdutoTest.java - startLine: 930;startOffset: 16;endOffset: 43;endLine: 930,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKPEiIoCD2TGCVhb Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemProdutoTest.java - startLine: 1187;startOffset: 16;endOffset: 39;endLine: 1187,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKFxiIoCD2TGCVeh Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemProdutoCombustivelTest.java - startLine: 49;startOffset: 16;endOffset: 36;endLine: 49,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKFxiIoCD2TGCVei Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemProdutoCombustivelTest.java - startLine: 60;startOffset: 16;endOffset: 54;endLine: 60,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKFxiIoCD2TGCVej Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemProdutoCombustivelTest.java - startLine: 82;startOffset: 16;endOffset: 42;endLine: 82,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKG8iIoCD2TGCVe7 Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemProdutoDeclaracaoImportacaoAdicaoTest.java - startLine: 65;startOffset: 16;endOffset: 40;endLine: 65,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKG8iIoCD2TGCVe8 Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemProdutoDeclaracaoImportacaoAdicaoTest.java - startLine: 95;startOffset: 16;endOffset: 48;endLine: 95,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKG8iIoCD2TGCVe9 Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemProdutoDeclaracaoImportacaoAdicaoTest.java - startLine: 106;startOffset: 16;endOffset: 50;endLine: 106,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKSHiIoCD2TGCVi1 Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemImpostoICMS10Test.java - startLine: 142;startOffset: 16;endOffset: 59;endLine: 142,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKSHiIoCD2TGCVi2 Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemImpostoICMS10Test.java - startLine: 159;startOffset: 16;endOffset: 57;endLine: 159,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKREiIoCD2TGCVig Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemImpostoICMS30Test.java - startLine: 117;startOffset: 16;endOffset: 69;endLine: 117,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKREiIoCD2TGCVih Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemImpostoICMS30Test.java - startLine: 132;startOffset: 16;endOffset: 57;endLine: 132,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKLyiIoCD2TGCVgB Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemImpostoTest.java - startLine: 177;startOffset: 16;endOffset: 40;endLine: 177,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKLyiIoCD2TGCVgC Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemImpostoTest.java - startLine: 191;startOffset: 16;endOffset: 36;endLine: 191,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKLyiIoCD2TGCVgD Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemImpostoTest.java - startLine: 205;startOffset: 16;endOffset: 49;endLine: 205,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKLyiIoCD2TGCVgE Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemImpostoTest.java - startLine: 219;startOffset: 16;endOffset: 35;endLine: 219,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKLyiIoCD2TGCVgF Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemImpostoTest.java - startLine: 233;startOffset: 16;endOffset: 37;endLine: 233,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKLyiIoCD2TGCVgH Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemImpostoTest.java - startLine: 262;startOffset: 16;endOffset: 37;endLine: 262,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKQgiIoCD2TGCViY Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemImpostoICMS40Test.java - startLine: 31;startOffset: 16;endOffset: 53;endLine: 31,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKQgiIoCD2TGCViZ Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemImpostoICMS40Test.java - startLine: 58;startOffset: 16;endOffset: 41;endLine: 58,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKGXiIoCD2TGCVev Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemImpostoICMS51Test.java - startLine: 81;startOffset: 16;endOffset: 47;endLine: 81,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKGXiIoCD2TGCVew Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemImpostoICMS51Test.java - startLine: 111;startOffset: 16;endOffset: 48;endLine: 111,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKGXiIoCD2TGCVex Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemImpostoICMS51Test.java - startLine: 126;startOffset: 16;endOffset: 51;endLine: 126,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKGXiIoCD2TGCVey Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemImpostoICMS51Test.java - startLine: 156;startOffset: 16;endOffset: 43;endLine: 156,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKGXiIoCD2TGCVez Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemImpostoICMS51Test.java - startLine: 171;startOffset: 16;endOffset: 41;endLine: 171,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKHUiIoCD2TGCVfD Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemImpostoICMS70Test.java - startLine: 219;startOffset: 16;endOffset: 69;endLine: 219,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKHUiIoCD2TGCVfE Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemImpostoICMS70Test.java - startLine: 259;startOffset: 16;endOffset: 57;endLine: 259,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKLLiIoCD2TGCVf1 Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemImpostoICMS90Test.java - startLine: 219;startOffset: 16;endOffset: 69;endLine: 219,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKLLiIoCD2TGCVf2 Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemImpostoICMS90Test.java - startLine: 239;startOffset: 16;endOffset: 51;endLine: 239,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKLLiIoCD2TGCVf3 Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemImpostoICMS90Test.java - startLine: 259;startOffset: 16;endOffset: 57;endLine: 259,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKNjiIoCD2TGCVgz Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemImpostoICMSSN202Test.java - startLine: 54;startOffset: 16;endOffset: 69;endLine: 54,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKNjiIoCD2TGCVg0 Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemImpostoICMSSN202Test.java - startLine: 95;startOffset: 16;endOffset: 57;endLine: 95,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKM9iIoCD2TGCVgo Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemImpostoICMSSN900Test.java - startLine: 192;startOffset: 16;endOffset: 69;endLine: 192,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKM9iIoCD2TGCVgp Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemImpostoICMSSN900Test.java - startLine: 212;startOffset: 16;endOffset: 51;endLine: 212,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKM9iIoCD2TGCVgq Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemImpostoICMSSN900Test.java - startLine: 232;startOffset: 16;endOffset: 57;endLine: 232,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKKniIoCD2TGCVfu Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoItemImpostoCOFINSOutrasOperacoesTest.java - startLine: 95;startOffset: 16;endOffset: 42;endLine: 95,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2699:  ""Add at least one assertion to this test case.""",BLOCKER,10min,Key: AYTIxKUbiIoCD2TGCVjh Path: com.github.wmixvideo:nfe3:src/test/java/com/fincatto/documentofiscal/nfe310/classes/nota/NFNotaInfoISSQNTotalTest.java - startLine: 41;startOffset: 16;endOffset: 51;endLine: 41,Maintenance (Code Smells)
